N,P,K,temperature,humidity,ph,rainfall,label
58.0,51.0,47.0,42.134,91.704,6.757,197.402,papaya
59.0,47.0,53.0,32.863,91.461,6.85,47.271,papaya
44.0,64.0,54.0,29.807,91.38,6.742,232.704,papaya
56.0,57.0,48.0,31.562,93.048,6.506,63.622,papaya
69.0,60.0,54.0,36.322,93.061,6.989,141.173,papaya
56.0,58.0,49.0,37.131,94.607,6.692,172.478,papaya
49.0,55.0,53.0,38.441,93.637,6.544,77.715,papaya
38.0,51.0,52.0,32.661,90.789,6.927,78.85,papaya
54.0,65.0,47.0,27.927,91.555,6.721,149.91,papaya
57.0,57.0,51.0,39.017,91.488,6.992,105.884,papaya
39.0,52.0,53.0,32.512,94.659,6.704,51.07,papaya
58.0,67.0,45.0,38.723,91.725,6.702,62.623,papaya
61.0,64.0,52.0,43.302,92.834,6.641,110.562,papaya
34.0,62.0,55.0,27.585,90.725,6.585,238.5,papaya
31.0,48.0,45.0,40.788,92.909,6.563,132.792,papaya
47.0,46.0,52.0,23.194,91.403,6.502,206.399,papaya
32.0,68.0,52.0,32.68,92.617,6.8,248.859,papaya
36.0,59.0,46.0,34.288,93.61,6.721,127.25,papaya
61.0,51.0,51.0,39.3,94.161,6.574,120.951,papaya
70.0,54.0,46.0,39.731,91.122,6.919,122.762,papaya
44.0,56.0,49.0,39.233,91.255,6.519,64.447,papaya
34.0,68.0,51.0,27.347,94.177,6.687,40.351,papaya
50.0,59.0,47.0,40.769,92.092,6.747,209.867,papaya
39.0,70.0,52.0,26.265,90.796,6.651,59.493,papaya
34.0,61.0,49.0,28.129,93.321,6.502,117.82,papaya
44.0,60.0,55.0,34.28,90.555,6.825,98.54,papaya
31.0,62.0,52.0,33.796,93.007,6.991,182.026,papaya
65.0,62.0,51.0,31.532,90.873,6.511,207.073,papaya
44.0,57.0,53.0,42.304,90.514,6.931,74.876,papaya
50.0,47.0,48.0,24.636,90.619,6.712,218.229,papaya
43.0,50.0,48.0,28.282,91.37,6.63,179.272,papaya
60.0,46.0,53.0,24.486,92.982,6.761,183.49,papaya
70.0,68.0,55.0,42.846,94.635,6.691,78.809,papaya
59.0,62.0,52.0,43.675,93.108,6.608,103.823,papaya
60.0,58.0,51.0,42.072,92.922,6.84,165.741,papaya
42.0,60.0,47.0,33.468,92.127,6.834,136.827,papaya
35.0,66.0,47.0,31.701,91.662,6.953,48.838,papaya
34.0,65.0,48.0,41.419,90.038,6.665,199.309,papaya
36.0,54.0,46.0,42.547,94.944,6.662,214.41,papaya
39.0,64.0,52.0,28.918,94.636,6.678,63.687,papaya
37.0,52.0,47.0,43.08,93.903,6.542,211.852,papaya
33.0,47.0,46.0,29.203,93.968,6.839,209.408,papaya
34.0,48.0,48.0,41.042,91.372,6.805,181.527,papaya
49.0,54.0,50.0,25.624,93.182,6.762,97.263,papaya
40.0,65.0,49.0,35.328,91.061,6.678,163.906,papaya
68.0,52.0,49.0,24.425,92.277,6.577,63.352,papaya
50.0,46.0,52.0,31.182,90.216,6.734,54.018,papaya
65.0,63.0,50.0,31.883,91.325,6.524,79.272,papaya
40.0,49.0,47.0,42.933,91.175,6.501,246.361,papaya
42.0,53.0,48.0,23.114,94.319,6.758,231.515,papaya
49.0,55.0,51.0,24.872,93.905,6.676,135.169,papaya
59.0,62.0,49.0,43.36,93.351,6.941,114.778,papaya
63.0,58.0,47.0,26.83,90.753,6.864,144.665,papaya
70.0,65.0,52.0,30.42,93.126,6.583,75.952,papaya
63.0,50.0,52.0,28.645,93.226,6.751,115.816,papaya
40.0,64.0,47.0,32.5,93.478,6.893,71.737,papaya
63.0,58.0,50.0,43.037,94.642,6.72,41.585,papaya
45.0,58.0,49.0,30.107,90.345,6.827,75.245,papaya
66.0,69.0,47.0,23.692,93.61,6.912,87.533,papaya
54.0,67.0,52.0,35.676,93.306,6.586,141.338,papaya
69.0,67.0,52.0,27.719,94.438,6.827,82.83,papaya
67.0,68.0,49.0,35.268,92.382,6.821,149.848,papaya
45.0,57.0,47.0,23.168,90.788,6.656,161.689,papaya
56.0,50.0,52.0,33.087,92.251,6.77,88.13,papaya
70.0,50.0,53.0,37.462,90.449,6.933,172.345,papaya
44.0,47.0,45.0,38.732,94.736,6.579,218.142,papaya
50.0,60.0,47.0,32.577,92.748,6.927,93.794,papaya
52.0,51.0,53.0,38.382,93.103,6.985,210.273,papaya
35.0,68.0,45.0,42.936,90.094,6.612,234.846,papaya
68.0,69.0,52.0,25.654,92.745,6.813,52.954,papaya
32.0,55.0,52.0,37.588,91.997,6.967,159.657,papaya
32.0,55.0,51.0,29.607,93.156,6.573,62.687,papaya
48.0,62.0,47.0,25.347,93.028,6.803,174.401,papaya
39.0,69.0,53.0,25.93,93.023,6.964,241.82,papaya
49.0,61.0,45.0,32.767,94.573,6.764,240.479,papaya
48.0,57.0,54.0,29.023,90.203,6.617,126.806,papaya
69.0,66.0,49.0,40.004,90.17,6.527,92.118,papaya
53.0,55.0,55.0,33.323,91.252,6.709,234.496,papaya
38.0,61.0,52.0,31.227,94.94,6.62,46.442,papaya
57.0,64.0,55.0,26.683,92.958,6.583,62.506,papaya
51.0,57.0,55.0,24.705,90.147,6.676,108.41,papaya
56.0,65.0,45.0,38.201,93.973,6.751,218.09,papaya
54.0,66.0,52.0,36.567,93.795,6.867,104.421,papaya
58.0,55.0,47.0,26.053,93.691,6.742,240.686,papaya
68.0,70.0,54.0,31.299,92.76,6.986,54.778,papaya
42.0,59.0,55.0,40.102,94.351,6.979,149.119,papaya
43.0,64.0,47.0,38.589,91.58,6.825,102.27,papaya
35.0,67.0,49.0,41.313,91.15,6.617,239.742,papaya
56.0,59.0,55.0,37.035,91.794,6.551,188.518,papaya
39.0,64.0,53.0,23.012,91.073,6.598,208.335,papaya
18.0,30.0,29.0,26.762,92.86,6.42,224.59,coconut
37.0,23.0,28.0,25.612,94.313,5.74,224.32,coconut
13.0,28.0,33.0,28.13,95.648,5.686,151.076,coconut
2.0,21.0,35.0,25.028,91.537,6.293,179.824,coconut
10.0,18.0,35.0,27.797,99.645,6.381,181.694,coconut
7.0,11.0,32.0,29.259,95.112,5.542,184.762,coconut
39.0,5.0,31.0,27.101,93.699,5.551,150.95,coconut
34.0,6.0,27.0,25.847,90.926,5.86,147.888,coconut
31.0,30.0,29.0,26.585,90.986,5.558,178.811,coconut
25.0,7.0,35.0,28.385,99.188,5.557,189.671,coconut
16.0,18.0,26.0,28.436,91.813,5.568,145.541,coconut
26.0,10.0,33.0,28.272,96.936,6.07,198.823,coconut
27.0,8.0,32.0,27.006,96.461,5.627,144.333,coconut
37.0,18.0,30.0,27.635,99.348,6.384,157.917,coconut
19.0,15.0,34.0,26.296,99.658,5.685,215.919,coconut
0.0,19.0,33.0,27.132,95.237,6.234,204.72,coconut
31.0,20.0,26.0,25.565,97.613,6.443,199.793,coconut
9.0,17.0,32.0,25.949,93.405,5.842,172.054,coconut
22.0,11.0,29.0,28.033,95.016,5.955,218.005,coconut
31.0,6.0,26.0,29.128,91.309,5.741,157.238,coconut
34.0,6.0,30.0,27.082,97.001,5.948,171.757,coconut
24.0,6.0,32.0,28.113,90.017,6.387,172.481,coconut
1.0,8.0,26.0,27.513,94.189,5.562,156.673,coconut
31.0,13.0,33.0,27.638,95.487,5.859,205.546,coconut
10.0,9.0,28.0,29.012,94.01,6.282,150.05,coconut
36.0,27.0,26.0,26.584,95.789,6.254,171.626,coconut
38.0,24.0,33.0,28.289,97.003,5.973,142.94,coconut
11.0,6.0,25.0,28.691,96.652,6.081,178.963,coconut
16.0,14.0,30.0,29.709,96.304,6.374,209.845,coconut
33.0,14.0,35.0,27.148,96.663,6.027,149.243,coconut
16.0,6.0,29.0,29.287,91.956,5.868,132.149,coconut
32.0,11.0,31.0,25.068,93.314,6.205,134.841,coconut
38.0,14.0,30.0,26.924,91.201,5.57,194.902,coconut
8.0,6.0,33.0,28.278,93.647,6.095,171.945,coconut
23.0,6.0,33.0,29.18,92.73,6.025,204.96,coconut
29.0,25.0,35.0,28.357,91.645,5.542,160.73,coconut
24.0,14.0,33.0,29.38,93.275,6.366,218.524,coconut
32.0,12.0,30.0,25.392,98.089,5.579,218.08,coconut
30.0,25.0,31.0,26.312,98.62,5.804,208.118,coconut
14.0,21.0,35.0,29.525,91.911,6.121,194.31,coconut
27.0,22.0,29.0,28.832,92.171,6.0,145.417,coconut
40.0,5.0,29.0,28.484,97.768,5.82,160.389,coconut
17.0,11.0,32.0,28.74,93.396,5.62,156.765,coconut
30.0,30.0,35.0,25.008,95.592,6.001,165.809,coconut
28.0,10.0,30.0,29.869,91.147,6.305,192.767,coconut
39.0,7.0,29.0,27.542,94.59,6.362,150.201,coconut
32.0,20.0,35.0,26.521,98.382,5.588,144.626,coconut
7.0,15.0,32.0,25.035,95.897,6.182,174.796,coconut
29.0,17.0,29.0,29.203,95.669,5.959,211.25,coconut
34.0,15.0,34.0,27.058,91.105,5.677,224.7,coconut
14.0,23.0,25.0,26.185,96.966,5.612,135.418,coconut
18.0,19.0,29.0,27.593,92.485,6.206,162.843,coconut
7.0,21.0,35.0,25.76,94.658,5.764,131.245,coconut
24.0,27.0,34.0,28.878,95.113,6.203,145.058,coconut
39.0,29.0,29.0,26.509,94.484,6.143,199.877,coconut
29.0,8.0,28.0,26.87,91.725,6.1,214.412,coconut
10.0,24.0,27.0,27.572,94.904,5.708,145.929,coconut
0.0,29.0,32.0,28.059,98.367,5.868,171.651,coconut
32.0,11.0,31.0,29.516,92.564,6.461,131.211,coconut
37.0,10.0,32.0,28.963,95.163,6.165,222.803,coconut
20.0,29.0,27.0,25.098,92.36,6.047,157.759,coconut
31.0,29.0,35.0,27.187,92.199,6.137,141.322,coconut
17.0,30.0,27.0,29.03,90.79,5.894,205.572,coconut
1.0,12.0,30.0,27.754,95.946,5.562,131.09,coconut
6.0,13.0,29.0,27.311,99.969,5.832,201.825,coconut
15.0,28.0,32.0,28.842,99.643,6.218,224.401,coconut
27.0,24.0,29.0,26.614,96.973,6.142,191.006,coconut
3.0,23.0,30.0,29.701,95.657,6.078,215.196,coconut
8.0,26.0,26.0,25.547,91.641,5.702,212.867,coconut
20.0,28.0,26.0,26.379,91.498,5.547,167.047,coconut
26.0,18.0,27.0,27.459,92.907,5.836,142.143,coconut
1.0,6.0,35.0,27.022,95.719,6.231,147.168,coconut
27.0,30.0,31.0,28.985,90.739,5.718,148.839,coconut
23.0,7.0,34.0,26.105,91.524,5.852,134.127,coconut
0.0,26.0,31.0,25.07,95.021,5.547,192.903,coconut
38.0,6.0,25.0,25.549,96.927,6.156,191.299,coconut
25.0,12.0,26.0,28.569,95.679,6.436,134.837,coconut
40.0,5.0,32.0,26.07,96.703,5.981,143.533,coconut
0.0,19.0,31.0,25.517,94.384,6.271,178.729,coconut
26.0,9.0,32.0,25.949,94.738,6.47,144.157,coconut
35.0,30.0,34.0,28.297,95.411,6.141,182.448,coconut
19.0,30.0,30.0,29.565,91.408,5.826,224.831,coconut
31.0,13.0,33.0,29.699,95.212,6.342,148.3,coconut
17.0,29.0,26.0,26.141,93.284,6.071,195.411,coconut
2.0,30.0,30.0,26.001,94.799,6.331,209.54,coconut
30.0,13.0,25.0,27.151,91.488,6.413,164.918,coconut
8.0,15.0,33.0,28.973,98.098,5.501,213.901,coconut
18.0,12.0,35.0,26.139,96.385,6.338,131.338,coconut
8.0,28.0,30.0,25.516,94.334,6.015,135.127,coconut
40.0,22.0,29.0,27.558,99.981,5.735,174.625,coconut
27.0,10.0,33.0,27.811,97.484,6.465,154.062,coconut
21.0,20.0,31.0,25.6,99.724,5.855,165.824,coconut
3.0,9.0,35.0,26.916,99.846,6.318,225.632,coconut
22.0,16.0,27.0,29.179,90.272,6.006,188.925,coconut
27.0,8.0,30.0,26.446,98.299,6.008,221.225,coconut
22.0,8.0,33.0,28.435,95.884,5.665,203.928,coconut
28.0,27.0,32.0,28.94,93.001,5.764,191.772,coconut
23.0,21.0,26.0,26.454,93.45,5.901,149.222,coconut
37.0,5.0,34.0,25.794,93.841,5.779,152.423,coconut
19.0,26.0,29.0,26.931,98.803,5.671,166.571,coconut
133.0,47.0,24.0,24.402,79.197,7.231,90.802,cotton
136.0,36.0,20.0,23.095,84.862,6.925,71.295,cotton
104.0,47.0,18.0,23.965,76.976,7.633,90.756,cotton
133.0,47.0,23.0,24.887,75.621,6.827,89.76,cotton
126.0,38.0,23.0,25.362,83.632,6.176,88.436,cotton
126.0,50.0,19.0,24.694,81.735,6.628,78.584,cotton
113.0,41.0,20.0,25.001,80.539,7.256,96.326,cotton
121.0,45.0,22.0,22.459,81.306,6.443,64.23,cotton
121.0,47.0,16.0,23.605,79.295,7.723,72.498,cotton
129.0,60.0,22.0,24.584,79.124,5.947,71.946,cotton
107.0,45.0,25.0,23.086,83.555,7.227,71.84,cotton
122.0,59.0,18.0,23.5,83.634,6.219,79.813,cotton
140.0,38.0,15.0,24.147,75.882,6.021,69.915,cotton
102.0,49.0,21.0,24.693,84.844,6.253,89.799,cotton
111.0,40.0,25.0,24.484,84.449,6.187,90.943,cotton
131.0,35.0,18.0,24.491,82.244,7.057,64.029,cotton
135.0,43.0,16.0,23.479,81.73,6.72,86.762,cotton
100.0,46.0,18.0,24.185,76.042,6.431,69.08,cotton
123.0,39.0,24.0,25.007,78.179,7.453,86.064,cotton
117.0,56.0,15.0,25.992,77.054,7.368,89.118,cotton
121.0,36.0,24.0,23.664,81.691,7.352,99.368,cotton
101.0,58.0,18.0,25.668,81.381,6.652,78.595,cotton
107.0,42.0,24.0,22.046,84.629,6.144,86.007,cotton
100.0,41.0,22.0,22.42,84.557,7.318,93.465,cotton
125.0,39.0,21.0,25.031,82.212,7.954,95.019,cotton
105.0,60.0,23.0,23.533,77.217,6.207,87.54,cotton
102.0,46.0,19.0,22.77,82.599,6.631,81.495,cotton
131.0,49.0,22.0,25.498,79.975,7.306,67.059,cotton
139.0,35.0,15.0,25.248,83.463,5.898,86.555,cotton
108.0,36.0,19.0,22.782,77.512,7.238,64.614,cotton
118.0,45.0,23.0,23.37,77.431,7.977,71.678,cotton
107.0,51.0,22.0,24.865,78.22,5.983,79.568,cotton
125.0,60.0,17.0,24.143,84.515,6.785,80.361,cotton
113.0,37.0,20.0,25.033,79.043,7.393,97.1,cotton
131.0,52.0,16.0,23.657,84.476,6.486,88.544,cotton
115.0,48.0,16.0,25.543,84.092,7.175,88.942,cotton
113.0,38.0,25.0,22.0,79.472,7.388,90.422,cotton
111.0,41.0,18.0,23.643,78.125,6.105,80.961,cotton
111.0,53.0,19.0,23.964,78.027,6.419,84.631,cotton
122.0,48.0,16.0,24.654,75.635,6.307,61.829,cotton
108.0,46.0,17.0,24.301,84.876,6.932,65.024,cotton
132.0,41.0,22.0,24.291,81.024,7.81,90.416,cotton
103.0,42.0,17.0,24.294,84.615,6.527,81.059,cotton
133.0,50.0,25.0,25.721,81.196,7.569,99.931,cotton
127.0,37.0,18.0,24.876,76.3,7.041,91.922,cotton
110.0,39.0,25.0,22.606,77.342,7.208,75.136,cotton
131.0,38.0,19.0,23.868,75.683,6.814,90.454,cotton
108.0,38.0,24.0,23.41,76.438,7.442,78.821,cotton
122.0,40.0,17.0,24.964,81.316,6.854,80.039,cotton
111.0,50.0,15.0,25.168,80.303,7.884,84.624,cotton
140.0,40.0,17.0,22.727,77.075,6.006,77.551,cotton
100.0,40.0,20.0,22.451,76.256,7.432,86.849,cotton
123.0,50.0,16.0,23.049,75.538,6.498,70.656,cotton
107.0,36.0,21.0,25.292,75.666,6.205,62.641,cotton
118.0,50.0,19.0,22.956,82.337,6.36,66.483,cotton
103.0,51.0,20.0,22.802,84.146,7.046,91.638,cotton
133.0,57.0,19.0,23.542,75.982,7.947,84.125,cotton
129.0,47.0,20.0,24.412,80.803,6.281,98.604,cotton
116.0,52.0,19.0,22.942,75.371,6.114,67.08,cotton
114.0,40.0,23.0,25.536,81.136,6.753,95.426,cotton
131.0,60.0,17.0,25.32,81.794,7.425,83.465,cotton
107.0,43.0,18.0,22.426,81.534,6.745,65.544,cotton
123.0,44.0,21.0,25.785,75.005,7.641,91.395,cotton
112.0,49.0,25.0,25.689,77.906,6.47,66.194,cotton
119.0,44.0,15.0,22.145,82.859,7.091,60.653,cotton
130.0,59.0,19.0,25.072,82.502,6.52,93.51,cotton
127.0,53.0,24.0,22.215,76.178,6.127,70.405,cotton
134.0,52.0,18.0,23.964,76.591,7.994,76.13,cotton
109.0,36.0,18.0,25.4,76.532,7.524,62.513,cotton
100.0,48.0,17.0,23.78,83.038,7.827,66.265,cotton
132.0,52.0,19.0,24.164,76.743,6.436,61.946,cotton
102.0,37.0,25.0,25.314,77.917,5.907,72.829,cotton
111.0,39.0,22.0,22.603,80.35,6.135,88.573,cotton
117.0,51.0,15.0,22.953,78.715,6.044,99.753,cotton
136.0,36.0,24.0,22.744,80.411,7.597,90.073,cotton
134.0,56.0,18.0,23.808,83.919,6.691,70.973,cotton
112.0,54.0,15.0,25.462,81.566,6.175,76.885,cotton
105.0,56.0,15.0,25.967,81.979,7.272,74.141,cotton
140.0,45.0,15.0,25.53,80.046,5.801,99.395,cotton
126.0,46.0,25.0,24.438,81.698,6.757,60.796,cotton
106.0,49.0,24.0,23.038,76.47,6.983,90.647,cotton
121.0,53.0,19.0,23.513,76.726,7.976,80.112,cotton
108.0,60.0,17.0,22.758,76.757,6.558,97.766,cotton
116.0,56.0,17.0,24.712,77.729,7.979,85.249,cotton
100.0,52.0,19.0,23.459,82.447,7.903,93.501,cotton
129.0,43.0,16.0,25.55,77.85,6.732,78.584,cotton
118.0,44.0,23.0,22.084,82.829,6.691,67.064,cotton
117.0,43.0,25.0,24.688,78.512,7.839,69.311,cotton
126.0,37.0,21.0,25.849,84.168,6.614,77.034,cotton
120.0,48.0,16.0,22.46,75.409,7.456,71.854,cotton
102.0,45.0,16.0,23.656,77.524,7.294,74.898,cotton
131.0,56.0,20.0,22.008,81.838,7.762,92.236,cotton
114.0,40.0,17.0,24.326,80.134,6.363,69.45,cotton
101.0,37.0,18.0,22.923,82.687,7.637,92.919,cotton
106.0,46.0,20.0,23.438,78.633,6.2,81.15,cotton
113.0,38.0,20.0,22.107,78.583,6.364,74.941,cotton
102.0,53.0,21.0,23.038,76.11,6.913,91.496,cotton
110.0,39.0,18.0,24.547,75.397,7.766,63.88,cotton
107.0,58.0,15.0,23.738,75.775,7.556,76.636,cotton
120.0,60.0,15.0,22.318,83.861,7.288,65.357,cotton
89.0,47.0,38.0,25.524,72.248,6.002,151.886,jute
60.0,37.0,39.0,26.591,82.941,6.033,161.246,jute
63.0,41.0,45.0,25.297,86.887,7.121,196.624,jute
86.0,40.0,39.0,25.721,88.165,6.207,175.608,jute
96.0,41.0,40.0,23.584,72.004,6.09,190.424,jute
100.0,35.0,36.0,25.31,72.013,6.346,190.557,jute
63.0,37.0,43.0,23.417,85.086,6.661,185.744,jute
70.0,43.0,40.0,24.355,88.803,6.176,169.116,jute
67.0,55.0,44.0,26.284,75.146,7.251,182.268,jute
74.0,40.0,40.0,25.138,83.12,6.386,169.338,jute
89.0,53.0,44.0,24.886,71.917,7.319,150.249,jute
74.0,46.0,45.0,25.757,88.366,6.025,189.426,jute
89.0,41.0,38.0,23.128,74.683,6.344,199.836,jute
60.0,55.0,40.0,24.994,88.956,7.027,151.493,jute
67.0,43.0,38.0,25.216,70.882,7.299,195.864,jute
70.0,38.0,35.0,24.397,79.268,7.014,164.269,jute
74.0,49.0,38.0,23.314,71.45,7.488,164.497,jute
90.0,40.0,39.0,25.726,81.861,6.626,191.964,jute
82.0,35.0,44.0,26.966,78.21,6.239,169.839,jute
73.0,45.0,37.0,23.704,74.637,6.742,181.278,jute
85.0,53.0,38.0,24.9,73.841,6.588,153.899,jute
81.0,56.0,36.0,23.396,72.605,7.097,174.787,jute
84.0,55.0,38.0,26.874,79.787,6.956,173.101,jute
80.0,45.0,42.0,23.142,74.997,7.38,151.903,jute
76.0,54.0,45.0,24.294,77.629,6.176,184.98,jute
76.0,56.0,39.0,24.394,89.891,6.551,197.122,jute
81.0,40.0,45.0,25.762,80.762,6.427,174.507,jute
76.0,44.0,45.0,25.487,84.482,6.74,168.784,jute
69.0,47.0,40.0,25.371,76.24,6.13,183.827,jute
82.0,40.0,45.0,26.213,81.704,6.667,180.123,jute
69.0,57.0,35.0,24.307,78.543,6.186,186.233,jute
81.0,36.0,38.0,23.765,87.983,6.334,150.316,jute
67.0,60.0,38.0,24.798,78.53,7.162,162.284,jute
72.0,51.0,40.0,23.206,74.099,7.422,199.476,jute
65.0,39.0,45.0,23.668,70.89,6.768,184.463,jute
78.0,50.0,43.0,25.124,85.725,6.348,159.571,jute
77.0,52.0,41.0,23.89,83.464,6.097,167.723,jute
89.0,52.0,42.0,23.094,81.451,6.141,196.658,jute
62.0,49.0,37.0,24.217,82.852,7.479,166.136,jute
90.0,48.0,45.0,24.064,71.313,6.509,153.639,jute
66.0,47.0,36.0,24.854,74.44,6.572,175.572,jute
80.0,52.0,39.0,26.419,76.856,7.165,197.21,jute
89.0,52.0,45.0,24.893,77.012,7.207,196.469,jute
77.0,51.0,44.0,23.255,82.701,7.124,166.216,jute
94.0,37.0,41.0,24.763,87.06,6.463,179.163,jute
75.0,41.0,35.0,24.97,78.626,6.856,166.641,jute
60.0,55.0,36.0,26.127,80.491,7.132,150.632,jute
62.0,56.0,35.0,25.978,81.657,6.235,163.348,jute
84.0,40.0,42.0,26.283,73.357,6.704,186.689,jute
100.0,56.0,40.0,26.389,83.312,7.433,176.151,jute
75.0,56.0,44.0,25.274,73.745,6.109,168.043,jute
78.0,46.0,42.0,23.094,78.459,7.095,155.385,jute
82.0,48.0,36.0,25.793,81.769,6.352,193.241,jute
100.0,58.0,41.0,23.174,87.882,6.658,160.621,jute
88.0,50.0,40.0,25.632,79.951,7.051,182.258,jute
67.0,41.0,40.0,25.848,87.816,7.333,152.619,jute
72.0,42.0,43.0,26.567,80.904,6.352,181.291,jute
89.0,40.0,43.0,26.245,72.971,7.124,189.971,jute
89.0,57.0,43.0,26.915,73.198,6.998,177.223,jute
61.0,41.0,44.0,24.369,82.113,6.537,159.921,jute
79.0,45.0,43.0,25.719,79.155,7.171,187.173,jute
84.0,40.0,43.0,25.011,88.331,7.228,169.416,jute
98.0,43.0,35.0,25.407,76.44,7.319,188.637,jute
75.0,36.0,44.0,23.28,74.276,6.613,153.744,jute
89.0,58.0,35.0,23.986,82.09,6.096,167.057,jute
91.0,41.0,37.0,24.485,83.206,6.132,192.231,jute
77.0,48.0,36.0,25.867,84.099,7.36,154.839,jute
66.0,58.0,35.0,23.564,79.462,7.321,185.259,jute
62.0,59.0,41.0,24.224,74.894,7.175,192.493,jute
82.0,35.0,35.0,25.493,86.97,7.299,176.526,jute
61.0,41.0,35.0,24.971,79.475,6.842,195.757,jute
99.0,57.0,38.0,24.806,82.092,6.356,156.361,jute
70.0,42.0,43.0,23.168,76.667,6.508,157.121,jute
90.0,59.0,35.0,24.251,89.864,7.098,175.174,jute
73.0,43.0,42.0,26.583,78.007,6.31,154.823,jute
67.0,46.0,44.0,26.824,78.203,7.093,153.919,jute
84.0,37.0,42.0,25.496,81.134,6.691,169.928,jute
72.0,41.0,36.0,24.098,80.572,6.187,176.86,jute
71.0,56.0,37.0,23.188,86.208,6.491,176.103,jute
64.0,53.0,38.0,26.243,78.51,6.855,183.406,jute
65.0,54.0,39.0,23.75,71.147,7.124,160.088,jute
60.0,58.0,37.0,26.138,79.118,6.067,171.489,jute
86.0,39.0,43.0,26.145,71.236,6.432,193.1,jute
90.0,50.0,44.0,26.916,73.486,6.253,171.471,jute
91.0,38.0,36.0,26.523,77.173,7.287,157.854,jute
87.0,48.0,38.0,23.815,80.94,7.161,190.312,jute
72.0,41.0,36.0,26.508,86.842,6.065,152.98,jute
71.0,54.0,35.0,26.639,70.957,7.311,199.335,jute
82.0,46.0,41.0,23.325,79.796,6.581,187.309,jute
71.0,52.0,43.0,26.475,73.961,6.732,180.251,jute
80.0,43.0,43.0,23.787,74.367,6.014,172.644,jute
77.0,55.0,43.0,25.499,75.999,6.663,193.714,jute
95.0,57.0,41.0,23.249,73.653,6.434,184.767,jute
63.0,47.0,35.0,26.985,89.055,7.432,193.877,jute
93.0,43.0,38.0,23.614,86.142,6.987,150.235,jute
87.0,44.0,43.0,23.874,86.792,6.718,177.514,jute
88.0,52.0,39.0,23.928,88.071,6.88,154.66,jute
90.0,39.0,37.0,24.814,81.686,6.861,190.788,jute
90.0,39.0,43.0,24.447,82.286,6.769,190.968,jute
84.0,38.0,43.0,26.574,73.819,7.261,159.322,jute
91.0,21.0,26.0,26.333,57.364,7.261,191.654,coffee
107.0,21.0,26.0,26.452,55.322,7.235,144.686,coffee
83.0,38.0,35.0,25.708,52.886,7.189,136.732,coffee
108.0,24.0,31.0,24.128,56.181,6.431,147.275,coffee
116.0,28.0,34.0,23.443,60.395,6.423,122.21,coffee
116.0,23.0,25.0,23.412,52.269,6.869,139.367,coffee
109.0,31.0,27.0,23.059,50.406,6.973,164.497,coffee
89.0,25.0,34.0,23.078,63.658,7.184,129.876,coffee
118.0,18.0,32.0,27.649,51.11,6.351,122.839,coffee
111.0,32.0,34.0,25.467,69.351,6.392,171.376,coffee
84.0,36.0,28.0,26.735,55.551,6.119,140.63,coffee
85.0,33.0,25.0,26.208,52.509,6.91,189.094,coffee
99.0,15.0,27.0,27.042,57.279,6.501,165.687,coffee
81.0,30.0,31.0,24.65,51.939,7.027,135.138,coffee
95.0,39.0,29.0,27.351,55.993,7.134,148.981,coffee
81.0,34.0,30.0,25.177,62.262,6.647,135.011,coffee
80.0,15.0,28.0,23.114,68.0,6.703,161.894,coffee
104.0,20.0,26.0,27.227,52.952,7.493,175.726,coffee
109.0,29.0,28.0,23.263,60.516,6.724,194.175,coffee
100.0,32.0,26.0,25.234,57.531,6.043,124.226,coffee
100.0,24.0,28.0,25.595,57.729,7.101,195.773,coffee
83.0,21.0,28.0,25.567,60.492,7.466,190.225,coffee
120.0,23.0,28.0,25.673,51.29,6.877,196.273,coffee
104.0,26.0,30.0,24.407,62.656,6.41,148.697,coffee
108.0,33.0,31.0,23.692,66.76,7.393,144.657,coffee
91.0,25.0,26.0,24.534,66.997,7.482,180.505,coffee
86.0,26.0,27.0,27.131,52.893,6.081,192.428,coffee
98.0,18.0,27.0,27.56,68.492,6.516,167.435,coffee
111.0,27.0,31.0,23.593,55.275,6.043,191.398,coffee
84.0,39.0,35.0,23.177,52.138,6.959,117.311,coffee
98.0,27.0,27.0,24.713,51.291,7.238,197.643,coffee
118.0,21.0,34.0,24.385,64.725,7.234,119.632,coffee
103.0,27.0,31.0,27.159,51.591,6.691,126.175,coffee
82.0,24.0,33.0,26.535,67.096,6.809,120.649,coffee
86.0,31.0,35.0,27.012,60.766,6.485,191.45,coffee
88.0,35.0,35.0,27.559,58.457,6.784,117.938,coffee
84.0,27.0,29.0,23.322,53.003,7.167,168.264,coffee
120.0,40.0,33.0,24.238,54.303,6.734,115.156,coffee
106.0,40.0,30.0,23.426,64.106,6.779,122.684,coffee
113.0,21.0,33.0,26.022,55.832,7.277,176.902,coffee
117.0,34.0,25.0,24.838,56.768,7.212,124.413,coffee
80.0,30.0,25.0,26.24,65.643,7.487,148.377,coffee
88.0,21.0,27.0,24.43,66.024,7.231,181.636,coffee
113.0,33.0,34.0,26.003,62.144,6.559,153.477,coffee
87.0,23.0,28.0,26.223,62.265,6.979,193.746,coffee
113.0,15.0,29.0,27.096,63.553,6.779,190.244,coffee
98.0,29.0,30.0,25.64,61.032,6.217,199.473,coffee
97.0,29.0,27.0,27.745,54.369,7.205,139.861,coffee
85.0,35.0,32.0,26.249,54.286,6.854,133.112,coffee
